Index,Prime_Number,Is_Even,Digit_Count,Last_Digit,Gap_From_Previous
152,883,False,3,3,2
153,887,False,3,7,4
154,907,False,3,7,20
155,911,False,3,1,4
156,919,False,3,9,8
157,929,False,3,9,10
158,937,False,3,7,8
159,941,False,3,1,4
160,947,False,3,7,6
161,953,False,3,3,6
162,967,False,3,7,14
163,971,False,3,1,4
164,977,False,3,7,6
165,983,False,3,3,6
166,991,False,3,1,8
167,997,False,3,7,6
168,1009,False,4,9,12
169,1013,False,4,3,4
170,1019,False,4,9,6
171,1021,False,4,1,2
172,1031,False,4,1,10
173,1033,False,4,3,2
174,1039,False,4,9,6
175,1049,False,4,9,10
176,1051,False,4,1,2
177,1061,False,4,1,10
178,1063,False,4,3,2
179,1069,False,4,9,6
180,1087,False,4,7,18
181,1091,False,4,1,4
182,1093,False,4,3,2
183,1097,False,4,7,4
184,1103,False,4,3,6
185,1109,False,4,9,6
186,1117,False,4,7,8
187,1123,False,4,3,6
188,1129,False,4,9,6
189,1151,False,4,1,22
190,1153,False,4,3,2
191,1163,False,4,3,10
192,1171,False,4,1,8
193,1181,False,4,1,10
194,1187,False,4,7,6
195,1193,False,4,3,6
196,1201,False,4,1,8
197,1213,False,4,3,12
198,1217,False,4,7,4
199,1223,False,4,3,6
200,1229,False,4,9,6
201,1231,False,4,1,2
202,1237,False,4,7,6
203,1249,False,4,9,12
204,1259,False,4,9,10
205,1277,False,4,7,18
206,1279,False,4,9,2
207,1283,False,4,3,4
208,1289,False,4,9,6
209,1291,False,4,1,2
210,1297,False,4,7,6
211,1301,False,4,1,4
212,1303,False,4,3,2
213,1307,False,4,7,4
214,1319,False,4,9,12
215,1321,False,4,1,2
216,1327,False,4,7,6
217,1361,False,4,1,34
218,1367,False,4,7,6
219,1373,False,4,3,6
220,1381,False,4,1,8
221,1399,False,4,9,18
222,1409,False,4,9,10
223,1423,False,4,3,14
224,1427,False,4,7,4
225,1429,False,4,9,2
226,1433,False,4,3,4
227,1439,False,4,9,6
228,1447,False,4,7,8
229,1451,False,4,1,4
230,1453,False,4,3,2
231,1459,False,4,9,6
232,1471,False,4,1,12
233,1481,False,4,1,10
234,1483,False,4,3,2
235,1487,False,4,7,4
236,1489,False,4,9,2
237,1493,False,4,3,4
238,1499,False,4,9,6
239,1511,False,4,1,12
240,1523,False,4,3,12
241,1531,False,4,1,8
242,1543,False,4,3,12
243,1549,False,4,9,6
244,1553,False,4,3,4
245,1559,False,4,9,6
246,1567,False,4,7,8
247,1571,False,4,1,4
248,1579,False,4,9,8
249,1583,False,4,3,4
250,1597,False,4,7,14
251,1601,False,4,1,4
252,1607,False,4,7,6
253,1609,False,4,9,2
254,1613,False,4,3,4
255,1619,False,4,9,6
256,1621,False,4,1,2
257,1627,False,4,7,6
258,1637,False,4,7,10
259,1657,False,4,7,20
260,1663,False,4,3,6
261,1667,False,4,7,4
262,1669,False,4,9,2
263,1693,False,4,3,24
264,1697,False,4,7,4
265,1699,False,4,9,2
266,1709,False,4,9,10
267,1721,False,4,1,12
268,1723,False,4,3,2
269,1733,False,4,3,10
270,1741,False,4,1,8
271,1747,False,4,7,6
272,1753,False,4,3,6
273,1759,False,4,9,6
274,1777,False,4,7,18
275,1783,False,4,3,6
276,1787,False,4,7,4
277,1789,False,4,9,2
278,1801,False,4,1,12
279,1811,False,4,1,10
280,1823,False,4,3,12
281,1831,False,4,1,8
282,1847,False,4,7,16
283,1861,False,4,1,14
284,1867,False,4,7,6
285,1871,False,4,1,4
286,1873,False,4,3,2
287,1877,False,4,7,4
288,1879,False,4,9,2
289,1889,False,4,9,10
290,1901,False,4,1,12
291,1907,False,4,7,6
292,1913,False,4,3,6
293,1931,False,4,1,18
294,1933,False,4,3,2
295,1949,False,4,9,16
296,1951,False,4,1,2
297,1973,False,4,3,22
298,1979,False,4,9,6
299,1987,False,4,7,8
300,1993,False,4,3,6
301,1997,False,4,7,4
302,1999,False,4,9,2
303,2003,False,4,3,4
304,2011,False,4,1,8
305,2017,False,4,7,6
306,2027,False,4,7,10
307,2029,False,4,9,2
308,2039,False,4,9,10
309,2053,False,4,3,14
310,2063,False,4,3,10
311,2069,False,4,9,6
312,2081,False,4,1,12
313,2083,False,4,3,2
314,2087,False,4,7,4
315,2089,False,4,9,2
316,2099,False,4,9,10
317,2111,False,4,1,12
318,2113,False,4,3,2
319,2129,False,4,9,16
320,2131,False,4,1,2
321,2137,False,4,7,6
322,2141,False,4,1,4
323,2143,False,4,3,2
324,2153,False,4,3,10
325,2161,False,4,1,8
326,2179,False,4,9,18
327,2203,False,4,3,24
328,2207,False,4,7,4
329,2213,False,4,3,6
330,2221,False,4,1,8
331,2237,False,4,7,16
332,2239,False,4,9,2
333,2243,False,4,3,4
334,2251,False,4,1,8
335,2267,False,4,7,16
336,2269,False,4,9,2
337,2273,False,4,3,4
338,2281,False,4,1,8
339,2287,False,4,7,6
340,2293,False,4,3,6
341,2297,False,4,7,4
342,2309,False,4,9,12
343,2311,False,4,1,2
344,2333,False,4,3,22
345,2339,False,4,9,6
346,2341,False,4,1,2
347,2347,False,4,7,6
348,2351,False,4,1,4
349,2357,False,4,7,6
350,2371,False,4,1,14
351,2377,False,4,7,6
352,2381,False,4,1,4
353,2383,False,4,3,2
354,2389,False,4,9,6
355,2393,False,4,3,4
356,2399,False,4,9,6
357,2411,False,4,1,12
358,2417,False,4,7,6
359,2423,False,4,3,6
360,2437,False,4,7,14
361,2441,False,4,1,4
362,2447,False,4,7,6
363,2459,False,4,9,12
364,2467,False,4,7,8
365,2473,False,4,3,6
366,2477,False,4,7,4
367,2503,False,4,3,26
368,2521,False,4,1,18
369,2531,False,4,1,10
370,2539,False,4,9,8
371,2543,False,4,3,4
372,2549,False,4,9,6
373,2551,False,4,1,2
374,2557,False,4,7,6
375,2579,False,4,9,22
376,2591,False,4,1,12
377,2593,False,4,3,2
378,2609,False,4,9,16
379,2617,False,4,7,8
380,2621,False,4,1,4
381,2633,False,4,3,12
382,2647,False,4,7,14
383,2657,False,4,7,10
384,2659,False,4,9,2
385,2663,False,4,3,4
386,2671,False,4,1,8
387,2677,False,4,7,6
388,2683,False,4,3,6
389,2687,False,4,7,4
390,2689,False,4,9,2
391,2693,False,4,3,4
392,2699,False,4,9,6
393,2707,False,4,7,8
394,2711,False,4,1,4
395,2713,False,4,3,2
396,2719,False,4,9,6
397,2729,False,4,9,10
398,2731,False,4,1,2
399,2741,False,4,1,10
400,2749,False,4,9,8
401,2753,False,4,3,4
402,2767,False,4,7,14
403,2777,False,4,7,10
404,2789,False,4,9,12
405,2791,False,4,1,2
406,2797,False,4,7,6
407,2801,False,4,1,4
408,2803,False,4,3,2
409,2819,False,4,9,16
410,2833,False,4,3,14
411,2837,False,4,7,4
412,2843,False,4,3,6
413,2851,False,4,1,8
414,2857,False,4,7,6
415,2861,False,4,1,4
416,2879,False,4,9,18
417,2887,False,4,7,8
418,2897,False,4,7,10
419,2903,False,4,3,6
420,2909,False,4,9,6
421,2917,False,4,7,8
422,2927,False,4,7,10
423,2939,False,4,9,12
424,2953,False,4,3,14
425,2957,False,4,7,4
426,2963,False,4,3,6
427,2969,False,4,9,6
428,2971,False,4,1,2
429,2999,False,4,9,28
430,3001,False,4,1,2
431,3011,False,4,1,10
432,3019,False,4,9,8
433,3023,False,4,3,4
434,3037,False,4,7,14
435,3041,False,4,1,4
436,3049,False,4,9,8
437,3061,False,4,1,12
438,3067,False,4,7,6
439,3079,False,4,9,12
440,3083,False,4,3,4
441,3089,False,4,9,6
442,3109,False,4,9,20
443,3119,False,4,9,10
444,3121,False,4,1,2
445,3137,False,4,7,16
446,3163,False,4,3,26
447,3167,False,4,7,4
448,3169,False,4,9,2
449,3181,False,4,1,12
450,3187,False,4,7,6
451,3191,False,4,1,4
452,3203,False,4,3,12
453,3209,False,4,9,6
454,3217,False,4,7,8
455,3221,False,4,1,4
456,3229,False,4,9,8
457,3251,False,4,1,22
458,3253,False,4,3,2
459,3257,False,4,7,4
460,3259,False,4,9,2
461,3271,False,4,1,12
462,3299,False,4,9,28
463,3301,False,4,1,2
464,3307,False,4,7,6
465,3313,False,4,3,6
466,3319,False,4,9,6
467,3323,False,4,3,4
468,3329,False,4,9,6
469,3331,False,4,1,2
470,3343,False,4,3,12
471,3347,False,4,7,4
472,3359,False,4,9,12
473,3361,False,4,1,2
474,3371,False,4,1,10
475,3373,False,4,3,2
476,3389,False,4,9,16
477,3391,False,4,1,2
478,3407,False,4,7,16
479,3413,False,4,3,6
480,3433,False,4,3,20
481,3449,False,4,9,16
482,3457,False,4,7,8
483,3461,False,4,1,4
484,3463,False,4,3,2
485,3467,False,4,7,4
486,3469,False,4,9,2
487,3491,False,4,1,22
488,3499,False,4,9,8
489,3511,False,4,1,12
490,3517,False,4,7,6
491,3527,False,4,7,10
492,3529,False,4,9,2
493,3533,False,4,3,4
494,3539,False,4,9,6
495,3541,False,4,1,2
496,3547,False,4,7,6
497,3557,False,4,7,10
498,3559,False,4,9,2
499,3571,False,4,1,12
500,3581,False,4,1,10
501,3583,False,4,3,2
502,3593,False,4,3,10
503,3607,False,4,7,14
504,3613,False,4,3,6
505,3617,False,4,7,4
506,3623,False,4,3,6
507,3631,False,4,1,8
508,3637,False,4,7,6
509,3643,False,4,3,6
510,3659,False,4,9,16
511,3671,False,4,1,12
512,3673,False,4,3,2
513,3677,False,4,7,4
514,3691,False,4,1,14
515,3697,False,4,7,6
516,3701,False,4,1,4
517,3709,False,4,9,8
518,3719,False,4,9,10
519,3727,False,4,7,8
520,3733,False,4,3,6
521,3739,False,4,9,6
522,3761,False,4,1,22
523,3767,False,4,7,6
524,3769,False,4,9,2
525,3779,False,4,9,10
526,3793,False,4,3,14
527,3797,False,4,7,4
528,3803,False,4,3,6
529,3821,False,4,1,18
530,3823,False,4,3,2
531,3833,False,4,3,10
532,3847,False,4,7,14
533,3851,False,4,1,4
534,3853,False,4,3,2
535,3863,False,4,3,10
536,3877,False,4,7,14
537,3881,False,4,1,4
538,3889,False,4,9,8
539,3907,False,4,7,18
540,3911,False,4,1,4
541,3917,False,4,7,6
542,3919,False,4,9,2
543,3923,False,4,3,4
544,3929,False,4,9,6
545,3931,False,4,1,2
546,3943,False,4,3,12
547,3947,False,4,7,4
548,3967,False,4,7,20
549,3989,False,4,9,22
550,4001,False,4,1,12
551,4003,False,4,3,2
552,4007,False,4,7,4
553,4013,False,4,3,6
554,4019,False,4,9,6
555,4021,False,4,1,2
556,4027,False,4,7,6
557,4049,False,4,9,22
558,4051,False,4,1,2
559,4057,False,4,7,6
560,4073,False,4,3,16
561,4079,False,4,9,6
562,4091,False,4,1,12
563,4093,False,4,3,2
564,4099,False,4,9,6
565,4111,False,4,1,12
566,4127,False,4,7,16
567,4129,False,4,9,2
568,4133,False,4,3,4
569,4139,False,4,9,6
570,4153,False,4,3,14
571,4157,False,4,7,4
572,4159,False,4,9,2
573,4177,False,4,7,18
574,4201,False,4,1,24
575,4211,False,4,1,10
576,4217,False,4,7,6
577,4219,False,4,9,2
578,4229,False,4,9,10
579,4231,False,4,1,2
580,4241,False,4,1,10
581,4243,False,4,3,2
582,4253,False,4,3,10
583,4259,False,4,9,6
584,4261,False,4,1,2
585,4271,False,4,1,10
586,4273,False,4,3,2
587,4283,False,4,3,10
588,4289,False,4,9,6
589,4297,False,4,7,8
590,4327,False,4,7,30
591,4337,False,4,7,10
592,4339,False,4,9,2
593,4349,False,4,9,10
594,4357,False,4,7,8
595,4363,False,4,3,6
596,4373,False,4,3,10
597,4391,False,4,1,18
598,4397,False,4,7,6
599,4409,False,4,9,12
600,4421,False,4,1,12
601,4423,False,4,3,2
602,4441,False,4,1,18
603,4447,False,4,7,6
604,4451,False,4,1,4
605,4457,False,4,7,6
606,4463,False,4,3,6
607,4481,False,4,1,18
608,4483,False,4,3,2
609,4493,False,4,3,10
610,4507,False,4,7,14
611,4513,False,4,3,6
612,4517,False,4,7,4
613,4519,False,4,9,2
614,4523,False,4,3,4
615,4547,False,4,7,24
616,4549,False,4,9,2
617,4561,False,4,1,12
618,4567,False,4,7,6
619,4583,False,4,3,16
620,4591,False,4,1,8
621,4597,False,4,7,6
622,4603,False,4,3,6
623,4621,False,4,1,18
624,4637,False,4,7,16
625,4639,False,4,9,2
626,4643,False,4,3,4
627,4649,False,4,9,6
628,4651,False,4,1,2
629,4657,False,4,7,6
630,4663,False,4,3,6
631,4673,False,4,3,10
632,4679,False,4,9,6
633,4691,False,4,1,12
634,4703,False,4,3,12
635,4721,False,4,1,18
636,4723,False,4,3,2
637,4729,False,4,9,6
638,4733,False,4,3,4
639,4751,False,4,1,18
640,4759,False,4,9,8
641,4783,False,4,3,24
642,4787,False,4,7,4
643,4789,False,4,9,2
644,4793,False,4,3,4
645,4799,False,4,9,6
646,4801,False,4,1,2
647,4813,False,4,3,12
648,4817,False,4,7,4
649,4831,False,4,1,14
650,4861,False,4,1,30
651,4871,False,4,1,10
652,4877,False,4,7,6
653,4889,False,4,9,12
654,4903,False,4,3,14
655,4909,False,4,9,6
656,4919,False,4,9,10
657,4931,False,4,1,12
658,4933,False,4,3,2
659,4937,False,4,7,4
660,4943,False,4,3,6
661,4951,False,4,1,8
662,4957,False,4,7,6
663,4967,False,4,7,10
664,4969,False,4,9,2
665,4973,False,4,3,4
666,4987,False,4,7,14
667,4993,False,4,3,6
668,4999,False,4,9,6
669,5003,False,4,3,4
670,5009,False,4,9,6
671,5011,False,4,1,2
672,5021,False,4,1,10
673,5023,False,4,3,2
674,5039,False,4,9,16
675,5051,False,4,1,12
676,5059,False,4,9,8
677,5077,False,4,7,18
678,5081,False,4,1,4
679,5087,False,4,7,6
680,5099,False,4,9,12
681,5101,False,4,1,2
682,5107,False,4,7,6
683,5113,False,4,3,6
684,5119,False,4,9,6
685,5147,False,4,7,28
686,5153,False,4,3,6
687,5167,False,4,7,14
688,5171,False,4,1,4
689,5179,False,4,9,8
690,5189,False,4,9,10
691,5197,False,4,7,8
692,5209,False,4,9,12
693,5227,False,4,7,18
694,5231,False,4,1,4
695,5233,False,4,3,2
696,5237,False,4,7,4
697,5261,False,4,1,24
698,5273,False,4,3,12
699,5279,False,4,9,6
700,5281,False,4,1,2
701,5297,False,4,7,16
702,5303,False,4,3,6
703,5309,False,4,9,6
704,5323,False,4,3,14
705,5333,False,4,3,10
706,5347,False,4,7,14
707,5351,False,4,1,4
708,5381,False,4,1,30
709,5387,False,4,7,6
710,5393,False,4,3,6
711,5399,False,4,9,6
712,5407,False,4,7,8
713,5413,False,4,3,6
714,5417,False,4,7,4
715,5419,False,4,9,2
716,5431,False,4,1,12
717,5437,False,4,7,6
718,5441,False,4,1,4
719,5443,False,4,3,2
720,5449,False,4,9,6
721,5471,False,4,1,22
722,5477,False,4,7,6
723,5479,False,4,9,2
724,5483,False,4,3,4
725,5501,False,4,1,18
726,5503,False,4,3,2
727,5507,False,4,7,4
728,5519,False,4,9,12
729,5521,False,4,1,2
730,5527,False,4,7,6
731,5531,False,4,1,4
732,5557,False,4,7,26
733,5563,False,4,3,6
734,5569,False,4,9,6
735,5573,False,4,3,4
736,5581,False,4,1,8
737,5591,False,4,1,10
738,5623,False,4,3,32
739,5639,False,4,9,16
740,5641,False,4,1,2
741,5647,False,4,7,6
742,5651,False,4,1,4
743,5653,False,4,3,2
744,5657,False,4,7,4
745,5659,False,4,9,2
746,5669,False,4,9,10
747,5683,False,4,3,14
748,5689,False,4,9,6
749,5693,False,4,3,4
750,5701,False,4,1,8
751,5711,False,4,1,10
752,5717,False,4,7,6
753,5737,False,4,7,20
754,5741,False,4,1,4
755,5743,False,4,3,2
756,5749,False,4,9,6
757,5779,False,4,9,30
758,5783,False,4,3,4
759,5791,False,4,1,8
760,5801,False,4,1,10
761,5807,False,4,7,6
762,5813,False,4,3,6
763,5821,False,4,1,8
764,5827,False,4,7,6
765,5839,False,4,9,12
766,5843,False,4,3,4
767,5849,False,4,9,6
768,5851,False,4,1,2
769,5857,False,4,7,6
770,5861,False,4,1,4
771,5867,False,4,7,6
772,5869,False,4,9,2
773,5879,False,4,9,10
774,5881,False,4,1,2
775,5897,False,4,7,16
776,5903,False,4,3,6
777,5923,False,4,3,20
778,5927,False,4,7,4
779,5939,False,4,9,12
780,5953,False,4,3,14
781,5981,False,4,1,28
782,5987,False,4,7,6
783,6007,False,4,7,20
784,6011,False,4,1,4
785,6029,False,4,9,18
786,6037,False,4,7,8
787,6043,False,4,3,6
788,6047,False,4,7,4
789,6053,False,4,3,6
790,6067,False,4,7,14
791,6073,False,4,3,6
792,6079,False,4,9,6
793,6089,False,4,9,10
794,6091,False,4,1,2
795,6101,False,4,1,10
796,6113,False,4,3,12
797,6121,False,4,1,8
798,6131,False,4,1,10
799,6133,False,4,3,2
800,6143,False,4,3,10
801,6151,False,4,1,8
802,6163,False,4,3,12
803,6173,False,4,3,10
804,6197,False,4,7,24
805,6199,False,4,9,2
806,6203,False,4,3,4
807,6211,False,4,1,8
808,6217,False,4,7,6
809,6221,False,4,1,4
810,6229,False,4,9,8
811,6247,False,4,7,18
812,6257,False,4,7,10
813,6263,False,4,3,6
814,6269,False,4,9,6
815,6271,False,4,1,2
816,6277,False,4,7,6
817,6287,False,4,7,10
818,6299,False,4,9,12
819,6301,False,4,1,2
820,6311,False,4,1,10
821,6317,False,4,7,6
822,6323,False,4,3,6
823,6329,False,4,9,6
824,6337,False,4,7,8
825,6343,False,4,3,6
826,6353,False,4,3,10
827,6359,False,4,9,6
828,6361,False,4,1,2
829,6367,False,4,7,6
830,6373,False,4,3,6
831,6379,False,4,9,6
832,6389,False,4,9,10
833,6397,False,4,7,8
834,6421,False,4,1,24
835,6427,False,4,7,6
836,6449,False,4,9,22
837,6451,False,4,1,2
838,6469,False,4,9,18
839,6473,False,4,3,4
840,6481,False,4,1,8
841,6491,False,4,1,10
842,6521,False,4,1,30
843,6529,False,4,9,8
844,6547,False,4,7,18
845,6551,False,4,1,4
846,6553,False,4,3,2
847,6563,False,4,3,10
848,6569,False,4,9,6
849,6571,False,4,1,2
850,6577,False,4,7,6
851,6581,False,4,1,4
852,6599,False,4,9,18
853,6607,False,4,7,8
854,6619,False,4,9,12
855,6637,False,4,7,18
856,6653,False,4,3,16
857,6659,False,4,9,6
858,6661,False,4,1,2
859,6673,False,4,3,12
860,6679,False,4,9,6
861,6689,False,4,9,10
862,6691,False,4,1,2
863,6701,False,4,1,10
864,6703,False,4,3,2
865,6709,False,4,9,6
866,6719,False,4,9,10
867,6733,False,4,3,14
868,6737,False,4,7,4
869,6761,False,4,1,24
870,6763,False,4,3,2
871,6779,False,4,9,16
872,6781,False,4,1,2
873,6791,False,4,1,10
874,6793,False,4,3,2
875,6803,False,4,3,10
876,6823,False,4,3,20
877,6827,False,4,7,4
878,6829,False,4,9,2
879,6833,False,4,3,4
880,6841,False,4,1,8
881,6857,False,4,7,16
882,6863,False,4,3,6
883,6869,False,4,9,6
884,6871,False,4,1,2
885,6883,False,4,3,12
886,6899,False,4,9,16
887,6907,False,4,7,8
888,6911,False,4,1,4
889,6917,False,4,7,6
890,6947,False,4,7,30
891,6949,False,4,9,2
892,6959,False,4,9,10
893,6961,False,4,1,2
894,6967,False,4,7,6
895,6971,False,4,1,4
896,6977,False,4,7,6
897,6983,False,4,3,6
898,6991,False,4,1,8
899,6997,False,4,7,6
900,7001,False,4,1,4
901,7013,False,4,3,12
902,7019,False,4,9,6
903,7027,False,4,7,8
904,7039,False,4,9,12
905,7043,False,4,3,4
906,7057,False,4,7,14
907,7069,False,4,9,12
908,7079,False,4,9,10
909,7103,False,4,3,24
910,7109,False,4,9,6
911,7121,False,4,1,12
912,7127,False,4,7,6
913,7129,False,4,9,2
914,7151,False,4,1,22
915,7159,False,4,9,8
916,7177,False,4,7,18
917,7187,False,4,7,10
918,7193,False,4,3,6
919,7207,False,4,7,14
920,7211,False,4,1,4
921,7213,False,4,3,2
922,7219,False,4,9,6
923,7229,False,4,9,10
924,7237,False,4,7,8
925,7243,False,4,3,6
926,7247,False,4,7,4
927,7253,False,4,3,6
928,7283,False,4,3,30
929,7297,False,4,7,14
930,7307,False,4,7,10
931,7309,False,4,9,2
932,7321,False,4,1,12
933,7331,False,4,1,10
934,7333,False,4,3,2
935,7349,False,4,9,16
936,7351,False,4,1,2
937,7369,False,4,9,18
938,7393,False,4,3,24
939,7411,False,4,1,18
940,7417,False,4,7,6
941,7433,False,4,3,16
942,7451,False,4,1,18
943,7457,False,4,7,6
944,7459,False,4,9,2
945,7477,False,4,7,18
946,7481,False,4,1,4
947,7487,False,4,7,6
948,7489,False,4,9,2
949,7499,False,4,9,10
950,7507,False,4,7,8
951,7517,False,4,7,10
952,7523,False,4,3,6
953,7529,False,4,9,6
954,7537,False,4,7,8
955,7541,False,4,1,4
956,7547,False,4,7,6
957,7549,False,4,9,2
958,7559,False,4,9,10
959,7561,False,4,1,2
960,7573,False,4,3,12
961,7577,False,4,7,4
962,7583,False,4,3,6
963,7589,False,4,9,6
964,7591,False,4,1,2
965,7603,False,4,3,12
966,7607,False,4,7,4
967,7621,False,4,1,14
968,7639,False,4,9,18
969,7643,False,4,3,4
970,7649,False,4,9,6
971,7669,False,4,9,20
972,7673,False,4,3,4
973,7681,False,4,1,8
974,7687,False,4,7,6
975,7691,False,4,1,4
976,7699,False,4,9,8
977,7703,False,4,3,4
978,7717,False,4,7,14
979,7723,False,4,3,6
980,7727,False,4,7,4
981,7741,False,4,1,14
982,7753,False,4,3,12
983,7757,False,4,7,4
984,7759,False,4,9,2
985,7789,False,4,9,30
986,7793,False,4,3,4
987,7817,False,4,7,24
988,7823,False,4,3,6
989,7829,False,4,9,6
990,7841,False,4,1,12
991,7853,False,4,3,12
992,7867,False,4,7,14
993,7873,False,4,3,6
994,7877,False,4,7,4
995,7879,False,4,9,2
996,7883,False,4,3,4
997,7901,False,4,1,18
998,7907,False,4,7,6
999,7919,False,4,9,12
1000,7927,False,4,7,8
1001,7933,False,4,3,6
1002,7937,False,4,7,4
1003,7949,False,4,9,12
1004,7951,False,4,1,2
1005,7963,False,4,3,12
1006,7993,False,4,3,30
1007,8009,False,4,9,16
1008,8011,False,4,1,2
1009,8017,False,4,7,6
1010,8039,False,4,9,22
1011,8053,False,4,3,14
1012,8059,False,4,9,6
1013,8069,False,4,9,10
1014,8081,False,4,1,12
1015,8087,False,4,7,6
1016,8089,False,4,9,2
1017,8093,False,4,3,4
1018,8101,False,4,1,8
1019,8111,False,4,1,10
1020,8117,False,4,7,6
1021,8123,False,4,3,6
1022,8147,False,4,7,24
1023,8161,False,4,1,14
1024,8167,False,4,7,6
1025,8171,False,4,1,4
1026,8179,False,4,9,8
1027,8191,False,4,1,12
1028,8209,False,4,9,18
1029,8219,False,4,9,10
1030,8221,False,4,1,2
1031,8231,False,4,1,10
1032,8233,False,4,3,2
1033,8237,False,4,7,4
1034,8243,False,4,3,6
1035,8263,False,4,3,20
1036,8269,False,4,9,6
1037,8273,False,4,3,4
1038,8287,False,4,7,14
1039,8291,False,4,1,4
1040,8293,False,4,3,2
1041,8297,False,4,7,4
1042,8311,False,4,1,14
1043,8317,False,4,7,6
1044,8329,False,4,9,12
1045,8353,False,4,3,24
1046,8363,False,4,3,10
1047,8369,False,4,9,6
1048,8377,False,4,7,8
1049,8387,False,4,7,10
1050,8389,False,4,9,2
1051,8419,False,4,9,30
1052,8423,False,4,3,4
1053,8429,False,4,9,6
1054,8431,False,4,1,2
1055,8443,False,4,3,12
1056,8447,False,4,7,4
1057,8461,False,4,1,14
1058,8467,False,4,7,6
1059,8501,False,4,1,34
1060,8513,False,4,3,12
1061,8521,False,4,1,8
1062,8527,False,4,7,6
1063,8537,False,4,7,10
1064,8539,False,4,9,2
1065,8543,False,4,3,4
1066,8563,False,4,3,20
1067,8573,False,4,3,10
1068,8581,False,4,1,8
1069,8597,False,4,7,16
1070,8599,False,4,9,2
1071,8609,False,4,9,10
1072,8623,False,4,3,14
1073,8627,False,4,7,4
1074,8629,False,4,9,2
1075,8641,False,4,1,12
1076,8647,False,4,7,6
